airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,Safety_factor,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
British Airways,3,M Seward,19th October 2017,"Ã¢Å“â€¦ Verified Review | London Heathrow to Bangkok. Was looking forward to eventually flying with British Airways after flying reguarly to Bangkok with other airlines - how disappointed I was. A low budget product with a premium price. I will never again use this airline, its the most costly option (usually) for my regular journey to Thailand, but it ranks the lowest of all the airlines I've used on this route in past 30 trips. Seatback screen so small and of poor quality, service is dreadful, seats are old with no powerpoints, no wifi on board. Best part of the trip was getting off. Absolutely shameful for a national carrier of the UK. Lower your costs BA as you really are budget - go fly with any of the Gulf airlines or a vast majority of Europe's best, BA are nowhere near good enough. Current price almost a 3rd more than the other 2 direct flights (EVA and Thai) to Bangkok and British Airways is only half as good as those.",Boeing 777,Solo Leisure,Economy Class,London Heathrow to Bangkok,Oct-17,2,2,1,1,2,2,no
British Airways,10,S Porter,19th October 2017,"Ã¢Å“â€¦ Verified Review | Malaga to Gatwick. Our return trip from holiday was equally pleasant. Check-in at Malaga was a breeze although security was packed even though a quiet Sunday. VIP lounge at Malaga used by BA and other airlines (apparently its the only one there) is pretty useless compared with the old BA lounge that used to be there - cost cutting ?? Guess we were spoiled by Gatwick !! Drink okay but limited, food pretty awful but seating comfortable and it is very spacious. Flight left on time and again arrived half an hour early due I guess to help from Hurricane Ophelia which I guess we were on the fringe of. In board catering and drinks up to the usual quality and very pleasant crew - chatted to the First Officer, nice man. All in all we were well looked after in this Class so can't complain.",A319,Family Leisure,Business Class,Malaga to Gatwick,Oct-17,5,5,5,,3,5,yes
British Airways,10,S Porter,18th October 2017,"Ã¢Å“â€¦ Verified Review | Gatwick to Malaga. First flight with BA from new home at South Terminal at London Gatwick. Upon arrival at check-in at 6:30 a.m was a bit disappointed to see few staff available to deal with Business class passengers resulting in a 20 minute wait to sort out our bags. However, Fast Track through Customs was efficient and made up for the earlier minor irritation. New lounge in South Terminal is spacious and food and beverages up to the usual good quality, although sadly, the reduction towards a cheap airline is showing in the cracks. A319 to Malaga was uneventful and onboard food was well presented and of good quality. We arrived 30 mins ahead of schedule due to fortunate winds so cannot complain. Overall flight quality has to be excellent.",A319,Family Leisure,Business Class,Gatwick to Malaga,Oct-17,5,5,5,,4,5,yes
British Airways,2,K Lanson,17th October 2017,"Ã¢Å“â€¦ Verified Review | London to Abu Dhabi. I told BA at check-in that I would be interested in upgrading to Premium Economy if a window seat was available. The lady replied ""can I check - you are only interested in upgrading if there is a window"". I replied yes. After a series of phone calls, the upgrade was processed (I paid 149 GBP). My seat had no window or view at all as that seat is situated at the back of Premium Economy where the toilets should be. When I complained, I was told that seats could not be guaranteed so I had no complaint. No refund offered, no token gesture offered, nothing. The food was nice and the seat was very comfortable. If it wasn't for the rude customer service I would fly again. I was led to believe I could pay for a window seat and I paid in good faith. I've flown BA for years, but this year has been disappointing. I won't fly with them again.",,Solo Leisure,Premium Economy,London to Abu Dhabi,Aug-17,5,3,4,3,1,1,no
British Airways,4,S Laiken,11th October 2017,"Ã¢Å“â€¦ Verified Review | Grand Cayman to London. I can't comprehend is why a flight that sums up to about 12 hours of travel across the Atlantic Ocean, only allows 1 check in free bag for economy class. Upon returning to GCM from LON on October 6, 2017, I had to pay Ã‚Â£290 for additional baggage. Particularly for university students (such as myself) who migrate from such distances to achieve good education. In addition to the disgusting rates for additional baggage, has BA gotten so cheap that they no longer provide a complimentary travel toothbrush, toothpaste & eye mask for 12 hour flights? That was one of the things I appreciated most about BA as it made me feel valued. I am truly disappointed with BA these days and whenever the day comes that another airline travels directly to LON from GCM you guarantee I WILL abandon BA!",,Solo Leisure,Economy Class,Grand Cayman to London,Sep-17,1,2,2,3,3,2,no
British Airways,2,J Thalon,11th October 2017,"Ã¢Å“â€¦ Verified Review | Sydney to Paris via London, after flying with them I have to admit it's probably the worst airline I have been flying. When I boarded the plane, I notice some ketchup on the window and wall next to my. I assume for long distance flight airlines should provide you a mask for you to sleep, ear plugs, maybe a small tube of toothpaste. Here you have some headphones and that's all. With British Airways, you can order some special meals. I received my first low callries meal as expected but they could not find the breakfast. One of the cabin crew asked me if I ordered a special meal. The plane looked quite old. I tried BA, never again.",,Couple Leisure,Economy Class,Sydney to Paris via London,Sep-17,1,2,2,3,3,1,no
British Airways,10,J Barten,8th October 2017,"Ã¢Å“â€¦ Verified Review | Orlando to Gatwick. The staff that looked after us flying out to Florida and home were outstanding, on the way home the seating had been already arranged and my seat was separate from my two children, I was really worried about flying home away from my children, I spoke to the flight supervisor who kindly asked two passengers if they would switch seats which they were happy to do. The seats were very good and went back enough so you were able to get to sleep, the only thing we werenÃ¢â‚¬â„¢t to happy with was the movies but I guess you canÃ¢â‚¬â„¢t have everything. All in all I would book to fly with BA again and would highly recommend.",,Family Leisure,Economy Class,Orlando to Gatwick,Sep-17,5,5,4,1,5,5,yes
British Airways,6,I Dorlan,7th October 2017,"Ã¢Å“â€¦ Verified Review | Los Angeles to Doha via London. Great staff, poor food and stupid cabin layout. IÃ¢â‚¬â„¢m spoilt flying gulf airlines, but this time I tried a rear facing Ã¢â‚¬Å“internalÃ¢â‚¬Â 4 of 345 configuration. Firstly, staring in the face of my two new best friends (seats facing forward) was at best weird, and at worst like a business class speed dating experience. Crew could barely serve me, ventilation was restricted and access 100% blocked by the foot rests of forward facing passengers. Once the security screens went up I felt like I was in some sort of flying crypt and was tempted to assume brace position to give the impression I had died and was on a viewing. The food was embarrassing bad - bigger serves of economy style food in bigger economy style bowls. BA, you have great crew trying to do their best with silly cabin engineering and poor catering support.",A380,Business,Business Class,Los Angeles to Doha via London,Oct-17,2,3,1,4,4,3,no
British Airways,7,Mike Palmer,1st October 2017,"Ã¢Å“â€¦ Verified Review | Toronto to London in Premium Economy and onto Oslo in Economy. Easy check in and in the lounge within 15 mins. The usual selection of dry sandwiches, and a chicken noodle soup (minus the chicken and noodle). The lounge was clean with plenty of staff clearing away. Efficient boarding with sparking wine/soft drinks offered. Early departure, fast drink service and dinner before lights out. There was no breakfast (previously scrapped) with the cereal bar now also gone. Early arrival, a short wait for a shower in the North Lounge, followed by an ok breakfast. An early departure and an average flight on a A319. Long queues for the bathroom (only one now for all of economy as the other was removed to provide 2 more seats) with slow buy on board service though at least they made it to the last row mainly down to little take up of food or drink. Early arrival though a long wait for bags. Oslo to London on a A320 was verging on a farce, A full flight, selfish use of the overheads delayed departure whilst crew looked for space. The buy onboard came out quickly with one and then the second handheld machine dying at the first row served. Service ground to a halt whilst the crew tried to get either machine back into life, broke out the paper visa slips, took the cart back in, re-appeared 20 mins later so service started an hour into the flight. Little take up as people had given up including me as there was little time left to enjoy the purchases. The crew tried really hard, put a brave face on and kept going. The organisation and concept of the BA buy on board is a disgrace. Though a third party provides the food and card machines, the choice, stock holding and the reliability of payment machines means the service is a farce. I don't understand why BA continue to struggle with this service as Easyjet, Ryanair and low cost carriers seem to have have to cracked it and got their act together. Early arrival and fast bags completed the flight. Final flight home to Toronto was good, the club lounge at the B gates remains quiet, clean and an oasis to relax and eat/drink before flying. The 787 was towed to the gate 45 mins before departure and was never going to leave on time. At the gate, the experience was enhanced with an upgrade to business class. Service was really slow on boarding I had to ask for champagne, and the underwhelming bag of toiletries and shades only offered after take off. We pushed back over 30 late. No signs of life from crew for another 30 mins, though a positive enhancement was tray service for drinks which felt more classy than a cart. The main of steak was excellent and looked to be on new crockery and plated after cooking (no dried gravy or potato around the edges). Afternoon tea remains underwhelming with no scones and only three sandwiches still wrapped in plastic. Overall, the decline in service seems to have stopped with some minor improvements. The crew on all four flights were pleasant but lacking confidence and experience. The desire to do things by the book results in slow and wooden service at times. Other than the farce of buy on board, I was pleased there appeared to be no further decline in service.",Boeing 777-200 / 787-9 / A319/ 320,Business,Premium Economy,Toronto to Oslo via London,Sep-17,1,3,1,3,4,4,yes
British Airways,6,Alistair Wharton,29th September 2017,"Ã¢Å“â€¦ Verified Review | A return British Airways flight from London to Sofia was a service of 2 halves. The outboard leg was very good from London to Bulgaria, the check in was swift and efficient, boarding the flight was simple and quick. The 2 bag on the flight policy was enforced and stowing bags on the plane was quick. Disembarking off the plane was straight forward and easy. The flight was worth a good 8 out of 10. The return flight from Sofia to London was the opposite. Check in was slow and not inefficient. There was no priority boarding of the plane and it was a Ryanair type of scramble to board the plane. The 2 bag on the flight policy was not enforced so many people got on the flight with a roller bag, a rucksack and then a small holdall! The 5 cabin crew had a nightmare experience trying to stow all the bags before take off. Once airborne the M&S service was sold out before halve of the economy cabin was served. With only drinks and crisps available towards the end. Finally disembarking the plane was a slow and drawn out affair as passengers where trying to locate their 3 bags while holding up the isle. Overall I would give this leg 4 out of 10.",A321,Solo Leisure,Economy Class,London to Sofia,Sep-17,3,5,2,,3,3,yes
British Airways,3,Paul Taylor,27th September 2017,"Ã¢Å“â€¦ Verified Review | London Heathrow to New York. After reading reviews I was hoping some were inaccurate, but after this flight in Club World I realise that BA has fallen even lower than many have said. Check in at T5 was interminably slow with one of the most arrogant staff I have encountered for years. The lounge was crowded and dirty, and the food selection is terrible for a premium facility. Onboard, seats are old and tatty, cramped and uncomfortable and offer no privacy whatsoever. The food was passed across my neighbours seat to reach me, and what a lousy offering this was - below many airline economy meal standards. IFE screen was not working properly, fuzzy and very poor. Cabin crew were polite and trying to be friendly, but they certainly hide in the galley as soon as they can and judging from the standard of the toilets towards the end of the flight, they do not see it as part of their job to maintain these. Luckily, I am leaving the USA to Asia from Los Angeles next week on Eva Air and expecting a big step up in standards.",,Business,Business Class,London to New York JFK,Sep-17,2,3,1,1,1,2,no
Qantas Airways,4,D Keale,14th March 2019,"Ã¢Å“â€¦ Trip Verified | Brisbane to Sydney. I havenÃ¢â‚¬â„¢t taken a Qantas domestic flight for a few years, so I decided to pay the Ã¢â‚¬Å“premiumÃ¢â‚¬Â cost of a Qantas ticket compared to some low cost carriers. For what is essentially double the cost of other carriers, I got a flight with no IFE screens, a lunch of a pre Packaged quiche that was unedible after one bite and a final surprise when we landed of a suitcase with a wheel missing. The suitcase is a decent quality brand that is less then a year old and in that year is has been on some budget carriers (such as Air Asia) and survived without a scratch. I can only imagine how the well the Qantas baggage handlers must have handled it to case a wheel (including it bracket) to go missing Next time I need to fly domestic, I will be flying a budget carrier, where IÃ¢â‚¬â„¢m happy to pay an additional cost for food which is actually edible, and with the money I save I can buy a new suitcase. Qantas you want to be and charge for a premium service, but fail to deliver on all fronts.",,Solo Leisure,Economy Class,Brisbane to Sydney,Mar-19,3,3,2,2,3,3,no
Qantas Airways,3,Loke Foo,13th March 2019,"Ã¢Å“â€¦ Trip Verified | I have three issues with the Airbus 330-200 business class fight of Qantas from Singapore to Sydney. Seat - the new business class seat is very narrow and small, especially the footrest area after the bed has been extended to lay flat mode. I was not able to sleep on my side because my feet were not able to fit the footrest area. All the panels in the new seat are supposed to provide privacy for the passenger but they do also have the unintended effect of making the seats feel much smaller. Lack of toilet - There is only one toilet for the whole business class. There are 28 seats in business class and the business class passengers to toilet ratio must be the worst among all the premier full-service airlines. In the morning after breakfast was served and before the touch down at Sydney, the queue for the toilet was so bad that I did not even get a chance to go before we arrived in Sydney. Those 330-200 with the older version of business class seats have 2 toilets in Business class. I am wondering if Qantas chose to reduce the toilet number in order to fit in more seats. Coffee - The coffee that Qantas serves for breakfast is the worst that I have tasted for a long time. It was too diluted. After milk was added, the colour of the coffee was whitish brown. The coffee was definitely instant coffee. Qantas should invest in a better-brewed coffee machine for business class passengers. Hope that Qantas can look into the above three issues. Services have also improved a lot in the last few years and there is still room for improvement.",A330-200,Business,Business Class,Singapore to Sydney,Mar-19,1,3,1,3,2,2,no
Qantas Airways,1,H Meares,7th March 2019,"Ã¢Å“â€¦ Trip Verified | Brisbane to Melbourne. I always like to be positive. My rule is Ã¢â‚¬Å“If you canÃ¢â‚¬â„¢t say anything nice donÃ¢â‚¬â„¢t say anything at allÃ¢â‚¬Â. However today I feel I need to make an exception to the rule in light of my recent experience with Qantas. On Thursday 21st Feb I flew to Brisbane with my husband for a conference. On Sunday evening 25th Feb as we were on our way to the airport for our return flight I had a serious fall down 15 steps. I was rushed by ambulance to the Mater hospital where I spent the night being treated for broken bones, lacerations, sprains and multiple bruising. On discharge the Hospital gave me a letter for Qantas confirming that I was unable to make my flight due to a Medical Emergency. After several days of to and fro messages with the Qantas Bot asking for a refund for my missed flight (to cover the cost of eventually taking another flight home to Melbourne), I am horrified to be told that I am not eligible for a refund as I was a No Show. Qantas was advised well before the departure time that I had had an accident and was in hospital. The irony is that had I attempted to take the flight Qantas would not have allowed me on the flight in the condition I was in. IÃ¢â‚¬â„¢ve always respected Qantas as a reputable Australian airline with the good old Aussie Spirit of caring for its customers. No more! I now believe that Qantas is just another heartless profiteering company who cares nothing for its passengers, has no morality or business ethics and belies the appearance of a humanitarian spirit.",,Couple Leisure,Economy Class,Brisbane to Melbourne,Feb-19,2,2,1,,1,1,no
Qantas Airways,8,Peter Barker,6th March 2019,"Not Verified | London to Perth. Flight late leaving London but time made up during the journey. Check in at Heathrow easy and efficient. Cabin crew friendly, polite and efficient. Inflight entertainment good. The seats were comfortable for such a long flight. Food was above average for an airline. A small snack bar was provided on a help yourself basis and was free. On arrival at Perth there was not enough staff at immigration or customs, resulting in long queues.",Boeing 787,Solo Leisure,Economy Class,London to Perth,Mar-19,4,5,4,4,4,4,yes
Qantas Airways,2,B Vassani,25th February 2019,"Ã¢Å“â€¦ Trip Verified | I had the opportunity to travel with Quantas for the first time on my journey from London to Singapore (roundtrip) and I will never travel with this airline again. The staff was nice, seats average, where they lost the most amount of points for me was in relation to food and inflight entertainment. Usually on all of the long hall flights I travel on they offer such a range of amazing movies in different languages and varieties, but on Qantas they merely offered a few movies and out dated 'horror ones' there were no tv shows nor any documentaries it was all very lackluster. My biggest area of disappointment regards food, especially since I had requested a vegetarian meal. Now I am not a picky eater, but the meals offered were so disgusting that I was only able to take a few bites. When the meal arrives it is the main dish only on a trey with a piece of bread and desert in the bag thus taking away from the whole cute inflight meal aesthetic. It was very difficult for me to figure out what it was that I was going to eat as the food items did not look anything like food, I had to read the label in order to understand what is being offered. I did try the meals and could only stomach 2 bites each. I really wonder if the chef had tried what he had made, because it is a great disservice to the customer. This chef either needs to be retrained or fired, if he/she will go into retraining they should collaborate with those from Emirates, Korean, etc. Furthermore, the vegetables were so over cooked that any nutrients that should have been available ceased to exist.",,Solo Leisure,Economy Class,London to Singapore,Feb-19,2,5,1,1,1,2,no
Qantas Airways,8,Johnathan Yeo,19th February 2019,"Ã¢Å“â€¦ Trip Verified | Singapore to Auckland via Brisbane. Got window seats on both the flights, which were on the same plane. Glad to have the seat next to me free, so nothing against legroom. Cabin crew had friendly and cordial service, with smiles present. Had a sizeable supper on the first flight even though I was informed there'd be breakfast, was pleasantly surprised. Beef paired with Bloody Mary was well eaten. Breakfast was muffin and fruit with coffee. Decent to good. Second flight had another breakfast, frittata with bacon and sausage and coffee, was good. Again, with an empty seat and cheerful cabin crew who helped me with my arrival cards as well. IFE was a bit lacking but decent selections. Pleasant journey with Qantas.",A330-300,Solo Leisure,Economy Class,Singapore to Auckland via Brisbane,Feb-19,4,4,4,3,4,4,yes
Qantas Airways,6,Murray Jones,17th February 2019,"Not Verified | Los Angeles to Sydney. Was looking forward to trying out Qantas International again after 15+ years of choosing other airlines due to poor quality and service on my last flight. This time it was a mixed experience. The A380 is a fantastic aircraft and I've been on the Singapore Airlines, Qatar, Malaysian and Emirates versions previously. Unfortunately the Qantas version had seen better times. This plane was old and although the seating was new, you could tell the rest of it had taken a beating including the carpets, toilets and galley. The flight attendants on this plane (although very polite) verged on the wrong side of professional vs casual friendliness and as we were seated next to the galley, we overheard way too much much casual gossip and cattyness which I felt was not doing the airline reputation much good. Our attendant even commented that he was 'exhausted' before the flight even took off. What was good : the food was pretty decent for economy, as were the free flowing tim-tams and bundaberg ginger beer available from the fridges at the back of the plane - well done, a nice touch and keep it up. Would I choose Qantas again? Probably not. The competition (particularly Singapore Airlines) has a better, more professional product. More needs to be done to bring Qantas up to this level. I'd start with updating the plane and staff conduct.",A380,Couple Leisure,Economy Class,Los Angeles to Sydney,Feb-19,2,3,4,3,3,3,no
Qantas Airways,10,M Ivancic,14th February 2019,"Ã¢Å“â€¦ Trip Verified | Perth to Adelaide, a fantastic experience. I was traveling with an elderly passenger and initially we were not seated together. I asked a ground staff member if they could change the seating arrangements. It was not a problem and the staff member at Perth airport rearranged the seating, and did this with a smile. The aircraft was comfortable and clean, cabin crew friendly and service without a flaw. We had a choice of three meals, plus cheese and crackers, and beverages included soft drinks and alcholoic drinks. Fifteen minutes or so after lunch was served the cabin crew came around offering tea and coffee. I recommend Qantas and they offer an excellent domestic product.",Boeing 737,Family Leisure,Economy Class,Perth to Adelaide,Feb-19,5,5,5,5,5,5,yes
Qantas Airways,9,Alan Thompson,13th February 2019,"Ã¢Å“â€¦ Trip Verified | Sydney to London via Singapore. A really good experience. Qantas lounge and boarding not the best but upstairs on the A380 is a comfortable calm experience. Lovely cabin crew on first leg (I slept much of the second so didnÃ¢â‚¬â„¢t notice so much), a really good Neil Perry dinner, one of the best dishes of Barramundi IÃ¢â‚¬â„¢ve eaten. A treat to be made an Espresso afterwards. Though the window seat requires crossing the next seat to get to the aisle it is a very comfortable seat to relax and sleep and the massage function is a bonus. Slept much of the second flight using provided pyjamas. Woke to an excellent. freshly cooked scrambled egg and smoked salmon breakfast. Flight on time and luggage on belt quickly.",A380,Solo Leisure,Business Class,Sydney to London via Singapore,Feb-19,5,5,5,3,3,5,yes
Qantas Airways,7,John Curtain,13th February 2019,Ã¢Å“â€¦ Trip Verified | Sydney to Melbourne with Qantas. I enjoyed the flight. Check in was very easy. The staff were very friendly and helpful. The meal served was very tasty and it was nice to have a glass of beer. My only complaint was the IFE. It is such a shame that we no longer have access to music on domestic flights. It makes a flight so much more enjoyable. There is no time on a 60-90 minute flight to watch a movie or even a TV show.,Boeing 737,Solo Leisure,Economy Class,Sydney to Melbourne,Jan-19,4,5,4,2,5,3,yes
Qantas Airways,2,Juan Morel,12th February 2019,"Ã¢Å“â€¦ Trip Verified | Melbourne to Cairns. What a bad experience. Sometime it is ok. Sometimes its bad. This time it was very bad. 8cm sandwich for a 3h30 flight with a single candy as dessert. It would be better to say we are a low cost company, bring your own food! Staff impolite and border line, chief purser should have retired 15 years ago.",Boeing 737 800,Couple Leisure,Economy Class,Melbourne to Cairns,Feb-19,1,1,1,1,1,1,no
Qantas Airways,3,K Reyner,11th February 2019,Ã¢Å“â€¦ Trip Verified | London Heathrow to Perth. Terrible customer service. All the cabin crew wanted to do is go to their elegant rest area whilst we all were squashed in the most uncomfortable seat. For both dinner and breakfast I did not get my preferred meal.,Boeing 787,Business,Economy Class,London Heathrow to Perth,Feb-19,1,1,1,3,4,1,no
Qantas Airways,10,M Varincic,10th February 2019,"Ã¢Å“â€¦ Trip Verified | Adelaide to Perth a real pleasure to fly with Qantas. Friendly cabin crew, clean aircraft, good inflight entertainment and outstanding service. This is an Australian domestic flight and Australians when flying domestic. Lunch included two choices of hot meal, alcoholic beverages or soft drinks and tea or coffee. Having cut my finger during the flight, a flight attendant was most helpful, providing first aid. After the cabin manager came to personally see me to check everything was ok. The crew could not do enough to assist with this matter. Qantas is a fantastic airline.",Boeing 737,Family Leisure,Economy Class,Adelaide to Perth,Feb-19,5,5,5,5,5,5,yes
Qantas Airways,4,B Hay,4th February 2019,"Ã¢Å“â€¦ Trip Verified | Bangkok to Sydney. Having just flown with Cathay, Finnair and Qatar business class all previously in the past 3 weeks it was an excellent opportunity to compare Qantas and where it sits as a quality air service provider. Sadly it rated a long distant last. It started with the Brisbane Business lounge at the international terminal where the food was scant and not worth eating. The staff were pleasant but the best bubbles they could serve was about a $12 Australian sparkling wine that really very ordinary. Every other carrier offered French champagne in their service offering - but not Qantas. Boarding the plane in Bangkok, the crew looked confused and tired and overall the service was minimal on-route to Sydney. The champagne served onboard was one of the cheapest available and the food was very ordinary. I had the salad as a starter and then the green curry vegetables and noodles. The green curry sauce has split and curdled and was very ordinary. The fresh fruit was nice. Breakfast was a bacon and egg ciabatta sandwich - they donÃ¢â‚¬â„¢t serve hot breakfasts any more on Qantas flights! The entertainment was good, although the headphones are the poorest quality out of all the flights and my first set were faulty. The toilets were the same size as economy - small! Whereas the other airlines had much roomier bathrooms. The bathroom had paper towels whereas the others had cloth. There were no creams or amenities in the bathroom whilst the others all did. The plane was looking tired. The travel pjÃ¢â‚¬â„¢s were a nice touch and comfortable. Overall Qantas is not rewarding its business class travellers with service and product offerings for which they are charging a premium price. ItÃ¢â‚¬â„¢s simply not worth the money. They appear to have cut too many corners to squeeze every cent of savings from the budget, but they forget the client is paying substantial money for the privilege of flying with them and itÃ¢â‚¬â„¢s simply not worth it. Qatar Airways was a standout and are simply exceptional in every aspect, Finnair were also excellent, and Cathay is a little tired but still streets in front of Qantas.",,Business,Business Class,Bangkok to Sydney,Jan-19,4,3,2,4,2,2,no
Qantas Airways,7,P Huang,4th February 2019,"Ã¢Å“â€¦ Trip Verified | Wellington to Brisbane Via Sydney. The return journey was measurably better then my departure for Wellington 3 days prior. Check-In and security was very quick considering how early it was, though Wellington airport is another story. Departure was on time with an early arrival. Inflight Service was efficient, but it was an early morning flight with most passengers catching up on sleep or having breakfast while keeping to themselves. Cabin Crew were friendly and polite, I did notice a lot of conversation between them and It should be minimise as they are working. IFE was limited, only a handful of movie/tv shows are good to watch. Overall, a decent offering but I do think a widebody jet should be on this route.",Boeing 737-800,Solo Leisure,Business Class,Wellington to Brisbane via Sydney,Jan-19,3,3,3,3,3,4,yes
Qantas Airways,10,A Huggett,4th February 2019,"Ã¢Å“â€¦ Trip Verified | Auckland to Sydney. Excellent flight. Punctual, good quality meal with three choices available. Staff were professional, friendly, and efficient. Updates from the flight deck were informative without being intrusive. IFE in A330-300 is excellent. There was nothing to fault about this flight.",A330-300,Couple Leisure,Economy Class,Auckland to Sydney,Jan-19,5,5,5,5,5,5,yes
Qantas Airways,6,K Bycham,3rd February 2019,"Ã¢Å“â€¦ Trip Verified | Brisbane to Singapore. I enjoyed flying QANTAS. Rather comfy cabin. Legroom is a bit tight (79 cm) but it's bearable. Food was a bit disappointing. Main course was a not so good steak with potatoes. IFE was poor. Cabin crew was ok, professional. Overall nice airline, but expensive.",A330-200,Family Leisure,Economy Class,Brisbane to Singapore,Jan-19,3,3,3,3,4,2,yes
Qantas Airways,1,David Brennan,30th January 2019,"Ã¢Å“â€¦ Trip Verified | Sydney to Bangkok. The flight in both directions was made terrible by the crew, who were the rudest I've come across. They hid in the galley for most of the flight, rudely brushed aside requests for service, and mechanically handed out one plate of food and one drink for the evening meal, then a cardboard box as an excuse for 'breakfast' (see photo) just before landing. Check in was via a machine, so can't really comment on how bad the ground staff might have been. Awful - budget airlines are far better.",A330,Business,Economy Class,Sydney to Bangkok,Jan-19,2,1,1,2,1,1,no
Qantas Airways,7,Ellie Nik,30th January 2019,"Ã¢Å“â€¦ Trip Verified | Gold Coast to Melbourne with Qantas. Flying back home, I had Seat 1D, which was an aisle seat which meant I could get up anytime without disrupting the passenger next to me. I like the red plus leather seats, nothing overly special but does the job for short haul trips like mine. We departed on time without a hitch. The plane's wifi was fully functional the entire flight. I thought the service was fantastic, topping up my wine before it was even finished and without asking. The food was great with chicken and rice. For a short trip, the business class in the B737-800 was reasonable.",Boeing 737-800,Solo Leisure,Business Class,Gold Coast to Melbourne,Sep-18,3,4,4,2,4,3,yes
Qantas Airways,7,L Pearce,28th January 2019,"Ã¢Å“â€¦ Trip Verified | Brisbane to Wellington Via Sydney. The trip started off smooth, easy check-in process with fast security and on time departure from Brisbane to Sydney. Team onboard were great too followed by decent catering and IFE. However, from Sydney to Wellington thing went slightly downhill. The trip was over an hour delayed due to late incoming aircraft so by the time I reached Wellington and go through the airport procedures, it was 2am by the time I actually went to sleep. What I find most disappointing, is the fact that they made the delayed announcements when it was time to actually board for the original time of departure. It's very simple to keep communication transparent. Service and IFE onboard was decent during the second flight, though it was too late at night to actually appreciate it.",Boeing 737-800,Solo Leisure,Business Class,Brisbane to Wellington via Sydney,Jan-19,3,3,3,3,3,4,yes
Qantas Airways,2,Frisca Saputro,25th January 2019,"Ã¢Å“â€¦ Trip Verified | This is my third time flying with Qantas. It is late for almost an hour. My first trip was on January 11 from Bali to Sydney. It was not a good experience. The service was so bad, the stewardess was impolite. I was surprise, I was pregnant and they were just squeeze me in tight corner when i wanted to go to the lavatory. Second time, my flight from Sydney to NZ. Its even worse the airplane small, seat very uncomfortable and they broke one of my suitcase (the wheels and upper handle) and i went to the baggage service counter. They didnÃ¢â‚¬â„¢t do anything unless i go to their repair store which is out of the airport. First of all im traveling from very far and this is half of my trip and second of all it was a waste of my time yet i didnt get any solution. Please do improve your service. Because im one of unhappy and disappoint customers of yours.",,Couple Leisure,Economy Class,Sydney to Bali,Jan-19,1,1,2,2,1,3,no
Qantas Airways,1,M Saunders,22nd January 2019,"Ã¢Å“â€¦ Trip Verified | I was very disappointed with the flight from Sydney to Perth for the following reasons. This flight had no entertainment whatsoever, only a drop down small screen about 3 rows in front which showed a feature on racing cars which I had no interest at all. My husbandÃ¢â‚¬â„¢s seat was faulty, the Steward came along the tried to fix it but no luck and as the plane was completely full he just had to put up with it. The air hostesses did come along and offered champagne to both of us and also a bottle of red wine. There were only two toilets down the back of the plane for Economy and one up the front for Business which meant that there was a line half way down the plane with passengers waiting to use the toilet. When I did eventually did get to the toilet it was quite dirty and disgusting.",,Couple Leisure,Economy Class,Sydney to Perth,Dec-18,1,2,2,1,3,1,no
Qantas Airways,9,Angelo Khoshaba,20th January 2019,"Ã¢Å“â€¦ Trip Verified | Vancouver to Melbourne. I flew Qantas times, two long and one short. The service on all three was awesome. On the longer flights, Qantas offered a menu with three choices of meals plus choice of wine, beer etc. There were pillows, blankets, headsets, ear plugs, tooth brushes and so on offered to all passengers. The airplanes were spotless, modern, full entertainment package, great monitors with flexible positioning for optimum viewing, and so on. All in all, it was very refreshing to have this level of service and comfort in economy class , something that was normal in yesteryears but had perished in the North American market.",,Couple Leisure,Economy Class,Vancouver to Melbourne,Jan-19,4,5,5,5,5,5,yes
Qantas Airways,2,L Deane,15th January 2019,"Ã¢Å“â€¦ Trip Verified | Sydney to Milan via Dubai. I have been terribly disappointed in QANTAS as on two occasions when I have needed to speak with a customer services member urgently and I have not been able to call them. The line is even worse than centrelink because the call hangs up on you after 20 minutes. Today I have tried calling them on the 131313 number 4 times with no joy, after we urgently need to rebook a ticket as my boyfriend is stranded in Australia. This was also the case when I wanted to check on special baggage. I cannot express just how frustrating this experience has been and I am appalled at the poor treatment of customers in pretending that it is possible to contact QANTAS when in fact it is near impossible. if your flight goes well no worries the aircrew staff are always friendly, because they are real genuine people, but in this case when something goes really wrong or if you need to check something with them it is a nightmare due to the fact they have severely cut customer communication channels to what seems to be an extreme degree.=",A380,Solo Leisure,Economy Class,Sydney to Milan via Dubai,Jan-19,3,5,5,5,5,1,no
flydubai,10,S Nitali,6th November 2016,"Ã¢Å“â€¦ Verified Review | Beirut to Dubai. I am reviewing this carrier comparing it with similar i.e. low cost airline. Dedicated check-in for business class, no queue. Business Class passengers don't queue at the boarding gate. I was accommodated at seat 2F, window. Large individual screen with a decent selection of entertainment. For lunch I was served dory fish as main course and the lunch was tasty. Seat is not flat bed but reclining enough to make a 3 to 4.5 hours journey comfortable enough. Overall the experience was positive and would fly again in Business Class with Flydubai. Value for money is excellent.",Boeing 737-800,Solo Leisure,Business Class,BEY to DXB,Nov-16,5,5,5,5,5,5,yes
